Speaker	Transcript	# Words	# Nodes	# Tokens	# Propositions	Tree depth	S-Expression
HOLT 	"Mr. Trump, we're talking about the burden that Americans have to pay, yet you have not released your tax returns."	20	45	24	10	11	"(ROOT (S (NP (NNP Mr.) (NNP Trump)) (PRN (, ,) (S (NP (PRP we)) (VP (VBP 're) (VP (VBG talking) (PP (IN about) (NP (DT the) (NN burden))) (SBAR (IN that) (S (NP (NNPS Americans)) (VP (VBP have) (S (VP (TO to) (VP (VB pay)))))))))) (, ,)) (ADVP (RB yet)) (NP (PRP you)) (VP (VBP have) (RB not) (VP (VBN released) (NP (PRP$ your) (NN tax) (NNS returns)))) (. .)))"
HOLT 	And the reason nominees have released their returns for decades is so that voters will know if their potential president owes money to — who he owes it to and any business conflicts.	33	64	34	11	19	(ROOT (S (CC And) (NP (DT the) (NN reason) (NNS nominees)) (VP (VBP have) (VP (VBN released) (NP (PRP$ their) (NNS returns)) (SBAR (IN for) (S (NP (NNS decades)) (VP (VBZ is) (SBAR (RB so) (IN that) (S (NP (NNS voters)) (VP (MD will) (VP (VB know) (SBAR (IN if) (S (NP (PRP$ their) (JJ potential) (NN president)) (VP (VBZ owes) (NP (NN money)) (PP (TO to)) (: --) (NP (SBAR (WHNP (WP who)) (S (NP (PRP he)) (VP (VBZ owes) (S (NP (PRP it)) (VP (TO to)))))) (CC and) (NP (DT any) (NN business) (NNS conflicts))))))))))))))) (. .)))
HOLT 	Don't Americans have a right to know if there are any conflicts of interest?	14	34	15	7	15	(ROOT (SINV (VP (VBP Do) (RB n't)) (NP (NP (NNS Americans)) (SBAR (S (VP (VBP have) (NP (DT a) (NN right) (S (VP (TO to) (VP (VB know) (SBAR (IN if) (S (NP (EX there)) (VP (VBP are) (NP (NP (DT any) (NNS conflicts)) (PP (IN of) (NP (NN interest)))))))))))))))))
TRUMP 	I don't mind releasing — I'm under a routine audit.	10	25	13	7	6	(ROOT (S (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB mind) (S (VP (VBG releasing)))))) (: --) (S (NP (PRP I)) (VP (VBP 'm) (PP (IN under) (NP (DT a) (JJ routine) (NN audit))))) (. .)))
TRUMP 	And it'll be released.	4	11	6	2	4	(ROOT (S (CC And) (NP (PRP it)) (VP (MD 'll) (VP (VB be) (VP (VBN released)))) (. .)))
TRUMP 	"And — as soon as the audit's finished, it will be released."	12	28	15	6	5	"(ROOT (S (CC And) (SBAR (PRN (: --) (ADVP (RB as) (RB soon)) (PP (IN as) (NP (DT the) (NN audit)))) (S (NP (PRP 's)) (VP (VBD finished)))) (, ,) (NP (PRP it)) (VP (MD will) (VP (VB be) (VP (VBN released)))) (. .)))"
TRUMP 	"But you will learn more about Donald Trump by going down to the federal elections, where I filed a 104-page essentially financial statement of sorts, the forms that they have."	30	63	33	14	15	"(ROOT (S (CC But) (NP (PRP you)) (VP (MD will) (VP (VB learn) (NP (JJR more)) (PP (IN about) (NP (NNP Donald) (NNP Trump))) (PP (IN by) (S (VP (VBG going) (PRT (RP down)) (PP (TO to) (NP (NP (DT the) (JJ federal) (NNS elections)) (, ,) (SBAR (WHADVP (WRB where)) (S (NP (PRP I)) (VP (VBD filed) (NP (NP (DT a) (JJ 104-page) (ADJP (RB essentially) (JJ financial)) (NN statement)) (PP (IN of) (NP (NP (NNS sorts)) (, ,) (NP (DT the) (NNS forms))))) (SBAR (IN that) (S (NP (PRP they)) (VP (VBP have)))))))))))))) (. .)))"
TRUMP 	"It shows income — in fact, the income — I just looked today — the income is filed at $694 million for this past year, $694 million."	27	60	32	9	11	"(ROOT (S (NP (PRP It)) (VP (VBZ shows) (NP (NP (NN income)) (SBAR (S (PRN (: --) (PP (IN in) (NP (NP (NN fact)) (, ,) (NP (DT the) (NN income)))) (: --)) (S (NP (PRP I)) (ADVP (RB just)) (VP (VBD looked) (NP (NN today)))) (: --) (S (NP (DT the) (NN income)) (VP (VBZ is) (VP (VBN filed) (PP (IN at) (NP (QP ($ $) (CD 694) (CD million)))) (PP (IN for) (NP (NP (DT this) (JJ past) (NN year)) (, ,) (NP ($ $) (CD 694) (CD million))))))))))) (. .)))"
TRUMP 	"If you would have told me I was going to make that 15 or 20 years ago, I would have been very surprised."	23	49	25	11	12	"(ROOT (S (SBAR (IN If) (S (NP (PRP you)) (VP (MD would) (VP (VB have) (VP (VBN told) (NP (PRP me))))))) (NP (PRP I)) (VP (VBD was) (VP (VBG going) (S (VP (TO to) (VP (VB make) (SBAR (IN that) (S (ADVP (NP (QP (CD 15) (CC or) (CD 20)) (NNS years)) (RB ago)) (, ,) (NP (PRP I)) (VP (MD would) (VP (VB have) (VP (VBN been) (ADJP (RB very) (JJ surprised)))))))))))) (. .)))"
TRUMP 	But that's the kind of thinking that our country needs.	10	24	12	4	9	(ROOT (S (CC But) (NP (DT that)) (VP (VBZ 's) (NP (NP (DT the) (NN kind)) (PP (IN of) (S (VP (VBG thinking) (SBAR (IN that) (S (NP (PRP$ our) (NN country)) (VP (VBZ needs))))))))) (. .)))
TRUMP 	"When we have a country that's doing so badly, that's being ripped off by every single country in the world, it's the kind of thinking that our country needs, because everybody — Lester, we have a trade deficit with all of the countries that we do business with, of almost $800 billion a year."	54	130	64	22	19	"(ROOT (S (SBAR (WHADVP (WRB When)) (S (NP (PRP we)) (VP (VBP have) (NP (NP (DT a) (NN country)) (SBAR (WHNP (WDT that)) (S (VP (VBZ 's) (VP (VBG doing) (ADVP (ADVP (RB so) (RB badly)) (, ,) (SBAR (WHNP (WDT that)) (S (VP (VBZ 's) (VP (VBG being) (VP (VBN ripped) (PRT (RP off)) (PP (IN by) (NP (NP (DT every) (JJ single) (NN country)) (PP (IN in) (NP (DT the) (NN world))))))))))))))))))) (, ,) (NP (PRP it)) (VP (VBZ 's) (NP (NP (DT the) (NN kind)) (PP (IN of) (S (VP (VBG thinking) (SBAR (IN that) (S (NP (PRP$ our) (NN country)) (VP (VBZ needs) (SBAR (S (PRN (, ,) (SBAR (IN because) (FRAG (NP (NP (NN everybody)) (: --) (NP (NNP Lester))))) (, ,)) (NP (PRP we)) (VP (VBP have) (NP (NP (DT a) (NN trade) (NN deficit)) (PP (IN with) (NP (NP (DT all)) (PP (IN of) (NP (DT the) (NNS countries)))))) (SBAR (IN that) (S (NP (PRP we)) (VP (VBP do) (NP (NN business)) (PP (IN with)))))))))))))) (, ,) (PP (IN of) (NP (NP (QP (RB almost) ($ $) (CD 800) (CD billion))) (NP (DT a) (NN year)))))) (. .)))"
TRUMP 	You know what that is?	5	13	5	2	5	(ROOT (S (NP (PRP You)) (VP (VBP know) (SBAR (WHNP (WP what)) (S (NP (DT that)) (VP (VBZ is)))))))
TRUMP 	"That means, who's negotiating these trade deals?"	7	18	9	3	5	"(ROOT (SBARQ (S (NP (DT That)) (VP (VBZ means))) (, ,) (WHNP (WP who)) (SQ (VP (VBZ 's) (VP (VBG negotiating) (NP (DT these) (NN trade) (NNS deals)))))))"
TRUMP 	We have people that are political hacks negotiating our trade deals.	11	25	12	4	9	(ROOT (S (NP (PRP We)) (VP (VBP have) (NP (NP (NNS people)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (NP (NP (JJ political) (NNS hacks)) (VP (VBG negotiating) (NP (PRP$ our) (NN trade) (NNS deals))))))))) (. .)))
HOLT 	The IRS says an audit.	5	10	6	1	3	(ROOT (S (NP (DT The) (NNP IRS)) (VP (VBZ says) (NP (DT an) (NN audit))) (. .)))
TRUMP 	Excuse me.	2	6	3	1	3	(ROOT (S (VP (VB Excuse) (NP (PRP me))) (. .)))
HOLT 	of your taxes — you're perfectly free to release your taxes during an audit.	14	28	16	7	8	(ROOT (S (PP (IN of) (NP (PRP$ your) (NNS taxes))) (: --) (NP (PRP you)) (VP (VBP 're) (ADJP (RB perfectly) (JJ free) (S (VP (TO to) (VP (VB release) (NP (PRP$ your) (NNS taxes)) (PP (IN during) (NP (DT an) (NN audit)))))))) (. .)))
HOLT 	"And so the question, does the public's right to know outweigh your personal."	13	27	16	5	8	"(ROOT (S (CC And) (ADVP (IN so) (NP (DT the) (NN question))) (, ,) (VP (VBZ does) (NP (NP (DT the) (NN public) (POS 's)) (NN right) (S (VP (TO to) (VP (VB know) (VP (VB outweigh) (NP (PRP$ your) (JJ personal)))))))) (. .)))"
TRUMP 	"Well, I told you, I will release them as soon as the audit."	13	29	16	5	5	"(ROOT (S (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBD told) (NP (PRP you)))) (, ,) (NP (PRP I)) (VP (MD will) (VP (VB release) (NP (PRP them)) (ADVP (RB as) (RB soon)) (PP (IN as) (NP (DT the) (NN audit))))) (. .)))"
TRUMP 	"Look, I've been under audit almost for 15 years."	9	22	12	6	5	"(ROOT (S (S (VP (VB Look))) (, ,) (NP (PRP I)) (VP (VBP 've) (VP (VBN been) (PP (IN under) (NP (NN audit) (RB almost))) (PP (IN for) (NP (CD 15) (NNS years))))) (. .)))"
TRUMP 	I know a lot of wealthy people that have never been audited.	12	27	13	7	8	(ROOT (S (NP (PRP I)) (VP (VBP know) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (JJ wealthy) (NNS people))) (SBAR (WHNP (WDT that)) (S (VP (VBP have) (ADVP (RB never)) (VP (VBN been) (VP (VBN audited)))))))) (. .)))
TRUMP 	"I said, do you get audited?"	6	14	7	4	5	"(ROOT (S (NP (PRP I)) (VP (VBD said) (, ,) (SQ (VBP do) (NP (PRP you)) (VP (VB get) (VP (VBN audited)))))))"
TRUMP 	I get audited almost every year.	6	12	7	3	4	(ROOT (S (NP (PRP I)) (VP (VBP get) (VP (VBN audited) (NP (RB almost) (DT every) (NN year)))) (. .)))
TRUMP 	"And in a way, I should be complaining."	8	17	10	3	4	"(ROOT (S (CC And) (PP (IN in) (NP (DT a) (NN way))) (, ,) (NP (PRP I)) (VP (MD should) (VP (VB be) (VP (VBG complaining)))) (. .)))"
TRUMP 	I'm not even complaining.	4	11	6	4	3	(ROOT (S (NP (PRP I)) (VP (VBP 'm) (RB not) (ADVP (RB even)) (VP (VBG complaining))) (. .)))
TRUMP 	I don't mind it.	4	11	6	3	4	(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB mind) (NP (PRP it)))) (. .)))
TRUMP 	It's almost become a way of life.	7	18	9	4	6	(ROOT (S (NP (PRP It)) (VP (VBZ 's) (ADVP (RB almost)) (VP (VBN become) (NP (NP (DT a) (NN way)) (PP (IN of) (NP (NN life)))))) (. .)))
TRUMP 	I get audited by the IRS.	6	13	7	3	5	(ROOT (S (NP (PRP I)) (VP (VBP get) (VP (VBN audited) (PP (IN by) (NP (DT the) (NNP IRS))))) (. .)))
TRUMP 	But other people don't.	4	9	6	3	2	(ROOT (S (CC But) (NP (JJ other) (NNS people)) (VP (VBP do) (RB n't)) (. .)))
TRUMP 	I will say this.	4	10	5	1	4	(ROOT (S (NP (PRP I)) (VP (MD will) (VP (VB say) (NP (DT this)))) (. .)))
TRUMP 	We have a situation in this country that has to be taken care of.	14	32	15	7	13	(ROOT (S (NP (PRP We)) (VP (VBP have) (NP (NP (DT a) (NN situation)) (PP (IN in) (NP (NP (DT this) (NN country)) (SBAR (WHNP (WDT that)) (S (VP (VBZ has) (S (VP (TO to) (VP (VB be) (VP (VBN taken) (NP (VB care) (IN of))))))))))))) (. .)))
TRUMP 	"I will release my tax returns — against my lawyer's wishes — when she releases her 33,000 e-mails that have been deleted."	22	46	24	6	12	"(ROOT (S (NP (PRP I)) (VP (MD will) (VP (VB release) (NP (PRP$ my) (NN tax) (NNS returns)) (PRN (: --) (PP (IN against) (NP (NP (PRP$ my) (NN lawyer) (POS 's)) (NNS wishes))) (: --)) (SBAR (WHADVP (WRB when)) (S (NP (PRP she)) (VP (VBZ releases) (NP (NP (PRP$ her) (CD 33,000) (NNS e-mails)) (SBAR (WHNP (WDT that)) (S (VP (VBP have) (VP (VBN been) (VP (VBN deleted)))))))))))) (. .)))"
TRUMP 	"As soon as she releases them, I will release."	9	21	11	4	6	"(ROOT (S (ADVP (RB As) (RB soon) (SBAR (IN as) (S (NP (PRP she)) (VP (VBZ releases) (NP (PRP them)))))) (, ,) (NP (PRP I)) (VP (MD will) (VP (VB release))) (. .)))"
TRUMP 	I will release my tax returns.	6	12	7	1	4	(ROOT (S (NP (PRP I)) (VP (MD will) (VP (VB release) (NP (PRP$ my) (NN tax) (NNS returns)))) (. .)))
TRUMP 	"And that's against — my lawyers, they say, ""Don't do it""."	11	32	18	6	5	"(ROOT (S (S (CC And) (NP (DT that)) (VP (VBZ 's) (PP (IN against)))) (: --) (S (NP (PRP$ my) (NNS lawyers)) (PRN (, ,) (S (NP (PRP they)) (VP (VBP say))) (, ,) (`` ``)) (VP (VBP Do) (RB n't) (VP (VB do) (NP (PRP it) ('' ''))))) (. .)))"
TRUMP 	I will tell you this.	5	12	6	1	4	(ROOT (S (NP (PRP I)) (VP (MD will) (VP (VB tell) (NP (PRP you)) (NP (DT this)))) (. .)))
TRUMP 	"No — in fact, watching shows, they're reading the papers."	10	25	14	4	4	"(ROOT (S (NP (DT No) (PRN (: --) (PP (IN in))) (NN fact)) (, ,) (S (VP (VBG watching) (NP (NNS shows)))) (, ,) (NP (PRP they)) (VP (VBP 're) (VP (VBG reading) (NP (DT the) (NNS papers)))) (. .)))"
TRUMP 	"Almost every lawyer says, you don't release your returns until the audit's complete."	13	30	17	7	7	"(ROOT (S (S (NP (RB Almost) (DT every) (NN lawyer)) (VP (VBZ says))) (, ,) (NP (PRP you)) (VP (VBP do) (RB n't) (VP (VB release) (NP (PRP$ your) (NNS returns)) (SBAR (IN until) (S (NP (DT the) (NN audit)) (VP (VBZ 's) (ADJP (JJ complete))))))) (. .)))"
TRUMP 	"When the audit's complete, I'll do it."	7	22	11	3	5	"(ROOT (S (SBAR (WHADVP (WRB When)) (S (NP (DT the) (NN audit)) (VP (VBZ 's) (ADJP (JJ complete))))) (, ,) (NP (PRP I)) (VP (MD 'll) (VP (VB do) (NP (PRP it)))) (. .)))"
TRUMP 	But I would go against them if she releases her e-mails.	11	23	12	3	7	(ROOT (S (CC But) (NP (PRP I)) (VP (MD would) (VP (VB go) (PP (IN against) (NP (PRP them))) (SBAR (IN if) (S (NP (PRP she)) (VP (VBZ releases) (NP (PRP$ her) (NNS e-mails))))))) (. .)))
HOLT 	So it's negotiable?	3	8	4	2	3	(ROOT (S (CC So) (NP (PRP it)) (VP (VBZ 's) (ADJP (JJ negotiable)))))
TRUMP 	"It's not negotiable, no."	4	12	7	3	3	"(ROOT (S (NP (PRP It)) (VP (VBZ 's) (ADJP (RB not) (JJ negotiable)) (, ,) (INTJ (UH no))) (. .)))"
TRUMP 	Let her release the e-mails.	5	12	6	2	5	(ROOT (S (VP (VB Let) (S (NP (PRP her)) (VP (VB release) (NP (DT the) (NNS e-mails))))) (. .)))
TRUMP 	"Why did she delete 33,000."	5	12	6	2	4	"(ROOT (SBARQ (WHADVP (WRB Why)) (SQ (VBD did) (NP (PRP she)) (VP (VB delete) (NP (CD 33,000)))) (. .)))"
HOLT 	"Well, I'll let her answer that."	6	18	9	2	6	"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (MD 'll) (VP (VB let) (S (NP (PRP her)) (VP (VB answer) (NP (DT that)))))) (. .)))"
HOLT 	But let me just admonish the audience one more time.	10	20	11	4	5	(ROOT (S (CC But) (VP (VB let) (NP (PRP me)) (ADVP (RB just)) (VP (VB admonish) (NP (DT the) (NN audience)) (ADVP (NP (CD one)) (RBR more)) (NP (NN time)))) (. .)))
HOLT 	There was an agreement.	4	9	5	1	3	(ROOT (S (NP (EX There)) (VP (VBD was) (NP (DT an) (NN agreement))) (. .)))
HOLT 	"We did ask you to be silent, so it would be helpful for us."	14	33	16	8	8	"(ROOT (S (S (NP (PRP We)) (VP (VBD did) (VP (VB ask) (S (NP (PRP you)) (VP (TO to) (VP (VB be) (ADJP (JJ silent)))))))) (, ,) (IN so) (S (NP (PRP it)) (VP (MD would) (VP (VB be) (ADJP (JJ helpful) (PP (IN for) (NP (PRP us))))))) (. .)))"
HOLT 	Secretary Clinton?	2	3	2	0	1	(ROOT (NP (NNP Secretary) (NNP Clinton)))
CLINTON 	"Well, I think you've seen another example of bait-and- switch here."	11	32	15	7	11	"(ROOT (S (ADVP (RB Well)) (PRN (, ,) (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP you)) (VP (VBP 've) (VP (VBN seen) (NP (NP (DT another) (NN example)) (PP (IN of) (NP (NN bait-and)))))))))) (, -)) (VP (VB switch) (ADVP (RB here))) (. .)))"
CLINTON 	"For 40 years, everyone running for president has released their tax returns."	12	25	14	5	5	"(ROOT (S (PP (IN For) (NP (CD 40) (NNS years))) (, ,) (NP (NP (NN everyone)) (VP (VBG running) (PP (IN for) (NP (NN president))))) (VP (VBZ has) (VP (VBN released) (NP (PRP$ their) (NN tax) (NNS returns)))) (. .)))"
CLINTON 	"You can go and see nearly, I think, 39, 40 years of our tax returns, but everyone has done it."	20	46	25	7	8	"(ROOT (S (S (NP (PRP You)) (VP (MD can) (VP (VB go) (CC and) (VB see) (ADVP (RB nearly))))) (PRN (, ,) (S (NP (PRP I)) (VP (VBP think) (, ,) (NP (CD 39)) (, ,) (S (NP (NP (CD 40) (NNS years)) (PP (IN of) (NP (PRP$ our) (NN tax) (NNS returns))))))) (, ,)) (CC but) (S (NP (NN everyone)) (VP (VBZ has) (VP (VBN done) (NP (PRP it))))) (. .)))"
CLINTON 	We know the IRS has made clear there is no prohibition on releasing it when you're under audit.	18	47	20	9	15	(ROOT (S (NP (PRP We)) (VP (VBP know) (SBAR (S (NP (DT the) (NNP IRS)) (VP (VBZ has) (VP (VBN made) (S (ADJP (JJ clear)) (SBAR (S (NP (EX there)) (VP (VBZ is) (NP (NP (DT no) (NN prohibition)) (PP (IN on) (S (VP (VBG releasing) (NP (PRP it)))))))))) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP 're) (PP (IN under) (NP (NN audit))))))))))) (. .)))
CLINTON 	"So you've got to ask yourself, why won't he release his tax returns?"	13	31	16	7	9	"(ROOT (SBARQ (SBAR (RB So) (S (NP (PRP you)) (VP (VBP 've) (VP (VBN got) (S (VP (TO to) (VP (VB ask) (NP (PRP yourself))))))))) (, ,) (WHADVP (WRB why)) (SQ (MD wo) (RB n't) (NP (PRP he)) (VP (VB release) (NP (PRP$ his) (NN tax) (NNS returns))))))"
CLINTON 	And I think there may be a couple of reasons.	10	23	11	3	9	(ROOT (S (CC And) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (EX there)) (VP (MD may) (VP (VB be) (NP (NP (DT a) (NN couple)) (PP (IN of) (NP (NNS reasons))))))))) (. .)))
CLINTON 	"First, maybe he's not as rich as he says he is."	11	28	14	8	8	"(ROOT (S (ADVP (RB First)) (, ,) (ADVP (RB maybe)) (NP (PRP he)) (VP (VBZ 's) (RB not) (ADJP (RB as) (JJ rich)) (SBAR (IN as) (S (NP (PRP he)) (VP (VBZ says) (SBAR (S (NP (PRP he)) (VP (VBZ is)))))))) (. .)))"
CLINTON 	"Second, maybe he's not as charitable as he claims to be."	11	27	14	8	8	"(ROOT (S (ADVP (LS Second)) (, ,) (ADVP (RB maybe)) (NP (PRP he)) (VP (VBZ 's) (RB not) (ADJP (RB as) (JJ charitable)) (SBAR (IN as) (S (NP (PRP he)) (VP (VBZ claims) (S (VP (TO to) (VP (VB be)))))))) (. .)))"
CLINTON 	"Third, we don't know all of his business dealings, but we have been told through investigative reporting that he owes about $650 million to Wall Street and foreign banks."	29	61	34	14	11	"(ROOT (S (S (ADVP (LS Third)) (, ,) (NP (PRP we)) (VP (VBP do) (RB n't) (VP (VB know) (NP (NP (DT all)) (PP (IN of) (NP (PRP$ his) (NN business) (NNS dealings))))))) (, ,) (CC but) (S (NP (PRP we)) (VP (VBP have) (VP (VBN been) (VP (VBN told) (PP (IN through) (NP (JJ investigative) (NN reporting))) (SBAR (IN that) (S (NP (PRP he)) (VP (VBZ owes) (NP (QP (RB about) ($ $) (CD 650) (CD million))) (PP (TO to) (NP (NP (NNP Wall) (NNP Street)) (CC and) (NP (JJ foreign) (NNS banks))))))))))) (. .)))"
CLINTON 	"Or maybe he doesn't want the American people, all of you watching tonight, to know that he's paid nothing in federal taxes, because the only years that anybody's ever seen were a couple of years when he had to turn them over to state authorities when he was trying to get a casino license, and they showed he didn't pay any federal income tax."	64	147	73	34	28	"(ROOT (S (S (CC Or) (ADVP (RB maybe)) (NP (PRP he)) (VP (VBZ does) (RB n't) (VP (VB want) (S (NP (NP (DT the) (JJ American) (NNS people)) (, ,) (NP (NP (DT all)) (PP (IN of) (S (NP (PRP you)) (VP (VBG watching) (NP (RB tonight)))))) (, ,)) (VP (TO to) (VP (VB know) (SBAR (IN that) (S (NP (PRP he)) (VP (VBZ 's) (VP (VBN paid) (NP (NP (NN nothing)) (PP (IN in) (NP (JJ federal) (NNS taxes)))) (, ,) (SBAR (IN because) (S (NP (NP (DT the) (JJ only) (NNS years)) (SBAR (IN that) (S (NP (NN anybody)) (VP (VBZ 's) (ADVP (RB ever)) (VP (VBN seen)))))) (VP (VBD were) (NP (NP (DT a) (NN couple)) (PP (IN of) (NP (NP (NNS years)) (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBD had) (S (VP (TO to) (VP (VB turn) (NP (PRP them)) (PRT (RP over)) (PP (TO to) (NP (NN state) (NNS authorities)))))) (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBD was) (VP (VBG trying) (S (VP (TO to) (VP (VB get) (NP (DT a) (NN casino) (NN license)))))))))))))))))))))))))))) (, ,) (CC and) (S (NP (PRP they)) (VP (VBD showed) (SBAR (S (NP (PRP he)) (VP (VBD did) (RB n't) (VP (VB pay) (NP (DT any) (JJ federal) (NN income) (NN tax)))))))) (. .)))"
TRUMP 	That makes me smart.	4	11	5	2	4	(ROOT (S (NP (DT That)) (VP (VBZ makes) (S (NP (PRP me)) (ADJP (JJ smart)))) (. .)))
CLINTON 	"So if he's paid zero, that means zero for troops, zero for vets, zero for schools or health."	18	44	23	6	7	"(ROOT (S (IN So) (SBAR (IN if) (S (NP (PRP he)) (VP (VBZ 's) (VP (VBN paid) (NP (CD zero)))))) (, ,) (NP (DT that)) (VP (VBZ means) (NP (CD zero)) (PP (IN for) (NP (NP (NNS troops)) (, ,) (NP (NP (CD zero)) (PP (IN for) (NP (NNS vets)))) (, ,) (NP (NP (CD zero)) (PP (IN for) (NP (NNS schools) (CC or) (NN health))))))) (. .)))"
CLINTON 	"And I think probably he's not all that enthusiastic about having the rest of our country see what the real reasons are, because it must be something really important, even terrible, that he's trying to hide."	36	83	42	20	13	"(ROOT (S (CC And) (NP (PRP I)) (VP (VBP think) (S (ADVP (RB probably)) (NP (PRP he)) (VP (VBZ 's) (RB not) (ADJP (ADVP (DT all) (DT that)) (JJ enthusiastic) (PP (IN about) (S (VP (VBG having) (S (NP (NP (DT the) (NN rest)) (PP (IN of) (NP (PRP$ our) (NN country)))) (VP (VB see) (SBAR (WHNP (WP what)) (S (NP (DT the) (JJ real) (NNS reasons)) (VP (VBP are)))))))))))) (, ,) (SBAR (IN because) (S (NP (PRP it)) (VP (MD must) (VP (VB be) (NP (NP (NN something)) (ADJP (ADJP (RB really) (JJ important)) (, ,) (ADJP (RB even) (JJ terrible)) (, ,))) (SBAR (IN that) (S (NP (PRP he)) (VP (VBZ 's) (VP (VBG trying) (S (VP (TO to) (VP (VB hide))))))))))))) (. .)))"
CLINTON 	"And the financial disclosure statements, they don't give you the tax rate."	12	22	15	4	4	"(ROOT (S (CC And) (NP (DT the) (JJ financial) (NN disclosure) (NNS statements)) (, ,) (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB give) (NP (PRP you)) (NP (DT the) (NN tax) (NN rate)))) (. .)))"
CLINTON 	They don't give you all the details that tax returns would.	11	23	13	3	6	(ROOT (S (NP (PRP They)) (VP (VBP do) (RB n't) (VP (VB give) (NP (PRP you)) (NP (PDT all) (DT the) (NNS details)) (SBAR (IN that) (S (NP (NN tax) (NNS returns)) (VP (MD would)))))) (. .)))
CLINTON 	And it just seems to me that this is something that the American people deserve to see.	17	36	18	9	11	(ROOT (S (CC And) (NP (PRP it)) (ADVP (RB just)) (VP (VBZ seems) (PP (TO to) (NP (PRP me))) (SBAR (IN that) (S (NP (DT this)) (VP (VBZ is) (NP (NN something)) (SBAR (IN that) (S (NP (DT the) (JJ American) (NNS people)) (VP (VBP deserve) (S (VP (TO to) (VP (VB see))))))))))) (. .)))
CLINTON 	"And I have no reason to believe that he's ever going to release his tax returns, because there's something he's hiding."	21	54	26	11	14	"(ROOT (S (CC And) (NP (PRP I)) (VP (VBP have) (NP (DT no) (NN reason) (S (VP (TO to) (VP (VB believe) (SBAR (IN that) (S (NP (PRP he)) (VP (VBZ 's) (ADVP (RB ever)) (VP (VBG going) (S (VP (TO to) (VP (VB release) (NP (PRP$ his) (NN tax) (NNS returns))))))))))))) (, ,) (SBAR (IN because) (S (NP (EX there)) (VP (VBZ 's) (NP (NP (NN something)) (SBAR (S (NP (PRP he)) (VP (VBZ 's) (VP (VBG hiding)))))))))) (. .)))"
